Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
white-blue-pure-muslin-silk-jamdani-saree-hand-needlework-korasutra,White Pure Muslin Silk Jamdani Saree – Blue Hand Needlework | Korasutra,"<p>Elevate your ethnic wardrobe with this White Pure Muslin Silk Jamdani Saree, beautifully adorned with delicate blue hand needlework. Lightweight, airy, and elegant, this handcrafted saree showcases timeless Jamdani artistry with subtle motifs and a graceful blue border—perfect for festive occasions, daytime celebrations, and refined everyday elegance.</p>
<p>Length is 5.5m without blouse piece </p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,8999.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777788989/korasutra/products/images/white-blue-pure-muslin-silk-jamdani-saree-hand-needlework-korasutra-0-5781f6f0.jpg,1,,false,,,,,,,,,,,,,,,adults,,white,silk-muslin,one-size,female,,kg,,,active
white-blue-pure-muslin-silk-jamdani-saree-hand-needlework-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/white-blue-pure-muslin-silk-jamdani-saree-hand-needlework-korasutra/0-5781f6f0.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-blue-pure-muslin-silk-jamdani-saree-hand-needlework-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/white-blue-pure-muslin-silk-jamdani-saree-hand-needlework-korasutra/1-6ef60dc5.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-blue-pure-muslin-silk-jamdani-saree-hand-needlework-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/white-blue-pure-muslin-silk-jamdani-saree-hand-needlework-korasutra/2-6f7135a2.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-blue-pure-muslin-silk-jamdani-saree-hand-needlework-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/white-blue-pure-muslin-silk-jamdani-saree-hand-needlework-korasutra/3-e4ae37bf.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-and-white-pure-silk-block-print-saree-korasutra,Blue and White Pure Silk Block Print Saree Half & Half| Korasutra,"<p>Elevate your ethnic wardrobe with this elegant blue and white pure silk block print saree. Handcrafted with traditional block-printed motifs on rich, lustrous silk, this saree blends timeless craftsmanship with contemporary grace. The soothing blue base paired with classic white motifs makes it perfect for festive occasions, cultural gatherings, and refined everyday elegance. Soft, breathable, and naturally glossy, this pure silk saree drapes beautifully, offering both comfort and sophistication for the modern woman who values artisanal heritage.</p>
<p><span>Length is 6.5m with blouse piece</span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Blouse Piece,Yes,,,,,,,,,0.0,shopify,1,deny,manual,7250.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777788863/korasutra/products/images/blue-and-white-pure-silk-block-print-saree-korasutra-0-a0e6b56b.jpg,1,,false,,,,,adult,,,,,,,,,,adults,,white; blue,silk,one-size,female,,kg,,,active
blue-and-white-pure-silk-block-print-saree-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-and-white-pure-silk-block-print-saree-korasutra/0-a0e6b56b.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-and-white-pure-silk-block-print-saree-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-and-white-pure-silk-block-print-saree-korasutra/1-d341ef4a.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-and-white-pure-silk-block-print-saree-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-and-white-pure-silk-block-print-saree-korasutra/2-8cc58c2a.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-and-white-pure-silk-block-print-saree-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/blue-and-white-pure-silk-block-print-saree-korasutra/3-578827ff.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra,Pink Pure Silk Block Batik Print Saree with Lotus Motifs | Korasutra,"<p>Elevate your ethnic wardrobe with this Pink Pure Silk Block Batik Print Saree, adorned with graceful lotus motifs. Handcrafted using traditional batik techniques, this luxurious silk saree offers a soft drape, rich texture, and timeless elegance—perfect for festive occasions, cultural gatherings, and refined everyday wear.</p>
<p>Length is 6.5m with blouse piece </p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Blouse Piece,Yes,,,,,,,,,0.0,shopify,1,deny,manual,7500.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777788863/korasutra/products/images/pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra-0-c75c9eaf.jpg,1,,false,,,,,,,,,,,,,,,adults,,pink,silk,one-size,female,,kg,,,active
pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra/0-c75c9eaf.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra/1-89e515d5.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra/2-4cd4dd7f.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra/3-886df7dd.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/pink-pure-silk-block-batik-print-saree-with-lotus-motifs-korasutra/4-4966da96.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
light-green-silk-linen-saree-with-bird-motifs-korasutra,Light Green Linen Muslin Silk Saree With Bird Motifs | Korasutra,"<p>Grace your wardrobe with this light green silk linen saree featuring delicate bird motifs and a soft natural texture—perfect for elegant daytime wear.</p>
<p>Length is 6.5m with blouse piece</p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Blouse Piece,Yes,,,,,,,,KSLNGN19,0.0,shopify,0,deny,manual,9750.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789000/korasutra/products/images/light-green-silk-linen-saree-with-bird-motifs-korasutra-0-d889466d.jpg,1,,false,,,,,,,,,,,,,,,adults,,green,silk; linen,one-size,female,,kg,,,active
light-green-silk-linen-saree-with-bird-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/light-green-silk-linen-saree-with-bird-motifs-korasutra/0-d889466d.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
light-green-silk-linen-saree-with-bird-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/light-green-silk-linen-saree-with-bird-motifs-korasutra/1-d07bf962.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
light-green-silk-linen-saree-with-bird-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/light-green-silk-linen-saree-with-bird-motifs-korasutra/2-99313ad4.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
light-green-silk-linen-saree-with-bird-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/light-green-silk-linen-saree-with-bird-motifs-korasutra/3-773094b7.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
light-green-silk-linen-saree-with-bird-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/light-green-silk-linen-saree-with-bird-motifs-korasutra/4-82045eba.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
light-green-silk-linen-saree-with-bird-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845385/korasutra/products/images/light-green-silk-linen-saree-with-bird-motifs-korasutra-csv-7-b7968ad787.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra,Black and Yellow Silk Block Print Saree With Leaf Motifs | Korasutra,"<p>Elevate your style with this black and yellow pure silk block print saree, featuring bold floral motifs and a timeless handcrafted charm.</p>
<p><span>Length is 6.5m with blouse piece</span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Blouse Piece,Yes,,,,,,,,,0.0,shopify,1,deny,manual,7499.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777788866/korasutra/products/images/black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra-0-5dcba3c4.jpg,1,,false,,,,,,,,,,,,,,,adults,,yellow; black,silk,one-size,female,,kg,,,active
black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra,,,,,,,,,No,,,,,,,,,0.0,shopify,0,deny,manual,7499.00,,true,true,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra/0-5dcba3c4.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra/1-913a3b37.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra/2-96c75ff7.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra/3-1ec56362.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-and-yellow-silk-block-print-saree-with-leaf-motifs-korasutra/4-93c40998.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-tissue-muslin-with-sequins-temple-border-saree-korasutra,Red Tissue Muslin With Sequins Temple Border Saree | Korasutra,"<div class=""flex flex-col text-sm pb-25"">
<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""5bbead05-0666-4097-a46a-55a3c6752ce4"" data-testid=""conversation-turn-2"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] @w-sm/main:[--thread-content-margin:--spacing(6)] @w-lg/main:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""27909bb7-8238-4653-a0ea-e568007619d9"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-model-slug=""gpt-5-2"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-start=""92"" data-end=""431"" data-is-last-node="""" data-is-only-node="""">Elevate your festive wardrobe with this elegant red tissue muslin saree, highlighted by a graceful sequins temple border. Lightweight, airy, and subtly shimmering, it drapes beautifully for weddings, pujas, and special occasions. A timeless blend of tradition and modern elegance, perfect for refined ethnic styling.</p>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><span>Length is 6.5m with blouse piece</span></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""></div>
</div>
</div>
</div>
</article>
</div>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,KS-MSLN-RD-001,0.0,shopify,1,deny,manual,12599.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789006/korasutra/products/images/red-tissue-muslin-with-sequins-temple-border-saree-korasutra-0-2980070c.jpg,1,,false,,,,,,,,,,,,,,,adults,,red,muslin,one-size,female,,kg,,,active
red-tissue-muslin-with-sequins-temple-border-saree-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/red-tissue-muslin-with-sequins-temple-border-saree-korasutra/0-d8d59270.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-tissue-muslin-with-sequins-temple-border-saree-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/red-tissue-muslin-with-sequins-temple-border-saree-korasutra/1-63ea28f8.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-tissue-muslin-with-sequins-temple-border-saree-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/red-tissue-muslin-with-sequins-temple-border-saree-korasutra/2-13093c3e.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-tissue-muslin-with-sequins-temple-border-saree-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/red-tissue-muslin-with-sequins-temple-border-saree-korasutra/3-defa636c.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-tissue-muslin-with-sequins-temple-border-saree-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/red-tissue-muslin-with-sequins-temple-border-saree-korasutra/4-7ca792b4.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-tissue-muslin-with-sequins-temple-border-saree-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845387/korasutra/products/images/red-tissue-muslin-with-sequins-temple-border-saree-korasutra-csv-7-29649739c2.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-hand-print-tussar-saree-with-floral-motif-korasutra-1,Grey Hand Paint Tussar Saree With Floral Motif |Korasutra,"<p>Embrace understated luxury with this <strong data-start=""97"" data-end=""136"">grey hand-printed Tussar silk saree</strong>, adorned with elegant <strong data-start=""159"" data-end=""176"">floral motifs</strong>. Crafted from natural Tussar silk, this saree features a soft texture, subtle sheen, and breathable comfort. The artistic hand-print detailing adds a contemporary yet artisanal charm, making it perfect for office wear, cultural gatherings, daytime festivities, and refined occasions. A timeless <strong data-start=""472"" data-end=""497"">handloom Tussar saree</strong> that beautifully blends natural elegance with handcrafted artistry.</p>
<p>Length is 6.5m with blouse piece </p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,9250.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777788868/korasutra/products/images/grey-hand-print-tussar-saree-with-floral-motif-korasutra-1-0-3171e0ef.png,1,,false,,,,,adult,,,,,,,,,,adults,,grey,tussar,one-size,female,,kg,,,active
grey-hand-print-tussar-saree-with-floral-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/grey-hand-print-tussar-saree-with-floral-motif-korasutra-1/0-3171e0ef.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-hand-print-tussar-saree-with-floral-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/grey-hand-print-tussar-saree-with-floral-motif-korasutra-1/1-b388705a.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-hand-print-tussar-saree-with-floral-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/grey-hand-print-tussar-saree-with-floral-motif-korasutra-1/2-7b64348d.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-hand-print-tussar-saree-with-floral-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/grey-hand-print-tussar-saree-with-floral-motif-korasutra-1/3-a3afc4e3.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-hand-print-tussar-saree-with-floral-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/grey-hand-print-tussar-saree-with-floral-motif-korasutra-1/4-9bd58963.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-hand-print-tussar-saree-with-floral-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845389/korasutra/products/images/grey-hand-print-tussar-saree-with-floral-motif-korasutra-1-csv-7-4b9b91ced8.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-hand-print-tussar-saree-with-floral-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845390/korasutra/products/images/grey-hand-print-tussar-saree-with-floral-motif-korasutra-1-csv-8-84ee843998.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-blended-silk-kantha-stitch-flower-motif-korasutra-1,Black Blended Silk Kantha Stitch Maple Leaf Motif | Korasutra,"<p>Make a timeless statement with this <strong data-start=""99"" data-end=""141"">black blended silk Kantha stitch saree</strong>, beautifully handcrafted with intricate <strong data-start=""182"" data-end=""199"">maple leaf motifs</strong>. Designed in soft, lustrous blended silk, this saree features traditional Kantha embroidery that adds depth, texture, and artisanal elegance. The classic black base with contrast threadwork makes it ideal for festive occasions, evening events, cultural gatherings, and elegant celebrations. A refined <strong data-start=""501"" data-end=""526"">handloom Kantha saree</strong> that blends heritage craftsmanship with modern sophistication.</p>
<p><span>Length is 6.5m with blouse piece</span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,KSKABK22,0.0,shopify,0,deny,manual,6050.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789013/korasutra/products/images/black-blended-silk-kantha-stitch-flower-motif-korasutra-1-0-f4cd5261.jpg,1,,false,,,,,,,,,,,,,,,adults,,black,blended-silk,one-size,female,,kg,,,active
black-blended-silk-kantha-stitch-flower-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-blended-silk-kantha-stitch-flower-motif-korasutra-1/0-f4cd5261.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-blended-silk-kantha-stitch-flower-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-blended-silk-kantha-stitch-flower-motif-korasutra-1/1-46ce5d88.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-blended-silk-kantha-stitch-flower-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-blended-silk-kantha-stitch-flower-motif-korasutra-1/2-792c9491.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-blended-silk-kantha-stitch-flower-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-blended-silk-kantha-stitch-flower-motif-korasutra-1/3-10e16212.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-blended-silk-kantha-stitch-flower-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-blended-silk-kantha-stitch-flower-motif-korasutra-1/4-73ec4ec7.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-blended-silk-kantha-stitch-flower-motif-korasutra-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845390/korasutra/products/images/black-blended-silk-kantha-stitch-flower-motif-korasutra-1-csv-7-758ac1d4b3.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra,Mustard Yellow Pure Silk Kantha Stitch With Flower Motifs Threadwork | Korasutra,"<p>Elevate your ethnic wardrobe with this <strong data-start=""112"" data-end=""160"">mustard yellow pure silk Kantha stitch saree</strong>, beautifully handcrafted with intricate <strong data-start=""201"" data-end=""228"">floral motif threadwork</strong>. Woven in luxurious pure silk, this handloom saree features traditional Kantha embroidery that adds rich texture and artisanal depth. The vibrant flower patterns enhance its timeless appeal, making it perfect for festive celebrations, weddings, cultural occasions, and elegant evenings. A statement <strong data-start=""528"" data-end=""554"">handcrafted silk saree</strong> that blends heritage craftsmanship with refined sophistication.</p>
<p><span>Length is 6.5m with blouse piece</span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,KSKAYW13,0.0,shopify,1,deny,manual,14625.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789015/korasutra/products/images/mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra-0-66233b72.jpg,1,,false,,,,,,,,,,,,,,,adults,,yellow,silk,one-size,female,,kg,,,active
mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra/0-66233b72.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra/1-498793c9.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra/2-acca1690.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/mustard-yellow-pure-silk-kantha-stitch-with-flower-motifs-threadwork-korasutra/3-7d4c14f9.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
